#pvm		vetäminen	autoille_haukkuminen	kävelijöille_haukkuminen	koirille haukkuminen
09.01.14	0	0	0	0
01.04.14	4	8	8	6
01.06.14	5	1	0	7
01.09.14	3	0	1	10
01.10.14	3	0	1	7
01.11.14	3	0	1	6
10.11.14	10	0	1	7
20.11.14	5	2	1	8
01.12.14	5	2	4	9
01.01.15	7	2	5	9
01.02.15	7	2	5	9
06.02.15	0	0	0	0
10.02.15	0	0	0	0
13.02.15	7	2	5	9
01.03.15	5	1	4	9
